channelTitle,video_count,avg_views,avg_likes,avg_comments,avg_engagement,avg_days_to_trend
Bad Bunny,56,19089272.160714287,883945.7321428572,33619.892857142855,0.02316085313543263,5.125
ONF OFFICIAL,7,18474835.42857143,0.0,3390.4285714285716,0.00011149537408763389,4.0
선미 SUNMI,33,18411215.333333332,343561.2727272727,13900.151515151516,0.013646725711803337,4.848484848484849
shakiraVEVO,75,18338748.746666666,850485.8933333333,47705.24,0.02271308199450015,5.506666666666667
RihannaVEVO,20,18322299.75,975543.2,38445.7,0.02391930554221637,7.25
DJSnakeVEVO,14,18303369.07142857,1562362.4285714286,147334.14285714287,0.03676591666406286,4.071428571428571
HYBE LABELS,858,18055765.293706294,1814459.3613053614,267859.0675990676,0.06422628896356003,4.812354312354312
AdeleVEVO,60,17787295.966666665,754189.2333333333,36175.066666666666,0.018162815360468283,4.533333333333333
Apple,100,17627529.32,400220.4,0.0,0.011700470055986517,4.46
LeTwins,7,17521252.714285713,518671.28571428574,1292.5714285714287,0.011470301088640859,5.0
Mercado Livre Brasil,6,17414950.666666668,31.5,0.0,7.262602256960444e-07,4.5
bradesco,35,17242994.542857144,2831.5142857142855,201.57142857142858,0.0019548151901985843,5.771428571428571
THE BOYZ,43,17146762.69767442,96448.13953488372,21436.488372093023,0.0035665356049460846,4.325581395348837
TikTok Brasil,9,17079725.111111112,428.1111111111111,0.0,1.1263872256719295e-05,6.888888888888889
Official Saweetie,8,16712842.25,425180.875,23106.25,0.012994718825492592,4.5
Kylie Jenner,7,16383261.285714285,0.0,27859.14285714286,0.001031610250840969,4.0
STAYC,68,16260577.220588235,245623.48529411765,17827.764705882353,0.01315963089654787,5.0
ZutiGang,9,16231730.888888888,1077944.888888889,17737.11111111111,0.027790406625574977,5.0
Billlie,14,15938752.0,121154.0,7918.285714285715,0.003632239746530856,4.428571428571429
SMTOWN,702,15820894.686609687,839892.2891737892,178448.0284900285,0.04486655180612528,4.534188034188034
JoJoSiwaVEVO,10,15789571.9,153021.0,135967.7,0.009122472016981494,5.5
starshipTV,192,15692083.348958334,406411.2135416667,41090.776041666664,0.029838648921482264,4.515625
FIFA,75,15284534.973333333,823500.2,50382.37333333334,0.018089837825265777,5.24
United Nations,5,15157109.2,2046488.6,71143.8,0.058428601747037456,3.0
BABYMONSTER,171,15130913.05263158,550427.6257309942,33838.89473684211,0.021799214097627046,4.953216374269005
Volkswagen do Brasil,12,15078481.416666666,46628.75,4634.583333333333,0.004517440973619175,7.25
Klem Family,17,14725054.705882354,576555.6470588235,2200.705882352941,0.014929248296946362,4.764705882352941
ONEUS,7,14610230.0,114807.71428571429,17402.428571428572,0.00742455103679805,4.0
MileyCyrusVEVO,90,14601136.077777777,597065.6111111111,23935.433333333334,0.019640714628418147,4.988888888888889
Mark Rober,41,14478963.07317073,508201.756097561,10580.292682926829,0.015242829298504571,5.7073170731707314
HWASA,8,14465167.625,624322.375,14922.625,0.02025887308356826,5.25
JYP Entertainment,779,14404414.048780488,791842.9024390244,127022.49550706033,0.048241734283283114,4.861360718870347
fantagio 판타지오,28,14281764.714285715,354432.03571428574,72571.21428571429,0.01892235254922001,5.071428571428571
KendrickLamarVEVO,9,14148961.222222222,810571.3333333334,42584.666666666664,0.026101143474940296,6.0
Marques Brownlee,26,14053342.73076923,365109.92307692306,28199.30769230769,0.01259214617669534,4.538461538461538
CIX Official,5,13870326.8,173570.4,18594.0,0.006104970448001622,4.0
Wisin,9,13838807.222222222,300034.6666666667,41829.22222222222,0.014118890151521755,5.0
이지금 [IU Official],33,13693564.727272727,1565367.7575757576,75631.78787878787,0.0518525977994625,6.212121212121212
NFL,154,13587698.811688311,384690.86363636365,33237.792207792205,0.009039180810400182,4.214285714285714
TREASURE (트레저),60,13582664.333333334,739224.8833333333,251896.43333333332,0.049883549300302775,4.3
OH MY GIRL,16,13479189.25,166669.125,23960.0625,0.005541282531450254,4.5625
TheBeatlesVEVO,18,13364603.555555556,527064.1666666666,33399.666666666664,0.01757901701488731,5.0
VisitSeoul TV,5,13242075.0,615460.8,21622.4,0.022137243084840198,3.8
IceSpiceVEVO,17,13219176.94117647,566445.6470588235,41630.882352941175,0.02171162358470127,5.705882352941177
Stone Music Entertainment,95,13170137.8,332339.0105263158,35281.063157894736,0.025016387097053016,4.389473684210526
Neon,8,13105524.625,143.25,53.75,7.267334505366455e-06,5.5
Tekashi 6ix9ine,36,12958078.138888888,664486.3611111111,55698.72222222222,0.02652500737239296,6.25
GLITCH,31,12811582.0,928239.5161290322,75120.87096774194,0.03674844697877767,6.419354838709677
The Rolling Stones,8,12744360.125,218527.75,18416.5,0.007793975922146747,5.25
Cardi B,63,12664829.047619049,538665.5396825396,46602.555555555555,0.02280530895821958,4.841269841269841
MTV UK,13,12614569.0,1237129.3076923077,110237.69230769231,0.046299392390569856,5.769230769230769
TheKidLAROIVEVO,19,12521962.421052631,963462.1578947369,52668.0,0.03958651494449763,6.0
Warner Bros. Pictures,32,12486009.09375,276660.65625,16385.0625,0.011360664120216923,4.75
DJKhaledVEVO,23,12430411.304347826,648750.5652173914,39202.0,0.02250460713698124,4.434782608695652
(G)I-DLE (여자)아이들 (Official YouTube Channel),187,12375088.604278075,432708.5240641711,26625.219251336897,0.03257607504655262,4.657754010695188
Nadir Sailov,9,12332892.666666666,210633.88888888888,146.44444444444446,0.006971631726924136,5.0
David Blaine,5,12124402.2,370874.0,20919.0,0.013740533886056306,3.0
SelenaGomezVEVO,71,12110373.323943662,826829.3943661972,60447.30985915493,0.03547757977232955,5.084507042253521
Eurovision Song Contest,7,11940307.285714285,120294.42857142857,33478.57142857143,0.005705307327042557,5.0
Stokes Twins,31,11874483.032258065,197757.83870967742,9297.806451612903,0.007750713545262373,5.774193548387097
JustinBieberVEVO,104,11715505.634615384,683115.625,45430.028846153844,0.029119690639646516,4.740384615384615
MariahCareyVEVO,11,11654505.636363637,646928.7272727273,45952.09090909091,0.030519470679248338,5.0
German Spidey,8,11593184.875,370279.5,647.5,0.013063440550429458,5.0
Lizzo Music,18,11587492.833333334,490333.94444444444,27686.833333333332,0.021775002713672435,5.277777777777778
HarryStylesVEVO,83,11585611.975903615,1016487.265060241,62069.57831325301,0.046511118751705126,5.481927710843373
MLD ENTERTAINMENT,4,11550345.0,246949.0,29200.5,0.011404999503089907,3.5
Kurt Hugo Schneider,6,11517488.0,3206.6666666666665,206.16666666666666,0.00012210881141931943,20.5
Lilifilm Official,26,11449816.576923076,1397812.6538461538,118763.34615384616,0.05802823072543765,7.576923076923077
MGM,8,11216974.625,132416.25,8029.5,0.0051463439876499656,5.375
M:USB 뮤스비,18,10887617.277777778,302639.6666666667,7661.944444444444,0.01493924698187977,6.333333333333333
Dua Lipa,121,10830824.925619835,469311.6694214876,20521.710743801654,0.02482370611457223,5.1735537190082646
Oliver Tree,9,10795342.333333334,293001.3333333333,16800.0,0.012086189907011128,7.666666666666667
Playboi Carti,21,10696425.61904762,657279.619047619,64247.76190476191,0.030598522898204982,5.809523809523809
Ozuna,4,10629538.75,274282.0,14566.75,0.011202351789017052,3.5
Kendrick Lamar,28,10603381.0,726543.5714285715,48278.17857142857,0.028836500556922107,5.535714285714286
TheWeekndVEVO,161,10590704.645962734,564052.049689441,28957.7950310559,0.02668448188362281,5.105590062111801
WINNER,8,10481060.0,237392.625,14169.25,0.011027387583161245,4.5
AbbaVEVO,14,10414282.42857143,243929.42857142858,20738.85714285714,0.011767895122858437,5.714285714285714
Avatar,10,10378277.6,280527.6,11265.1,0.011564644887900035,5.5
TriBeVEVO,12,10213395.0,76887.83333333333,8978.416666666666,0.004625219107247458,4.0
League of Legends,226,10178670.774336284,351708.0796460177,16601.411504424777,0.023124949380920613,4.756637168141593
Romina Gafur,16,10162667.875,322290.0,705.25,0.012294684283910805,6.0
Kanye West,12,10153623.416666666,596180.0833333334,29016.083333333332,0.026805074471390477,6.5
Ryan Reynolds,26,10144506.73076923,714751.2307692308,27032.76923076923,0.03055650846345636,5.115384615384615
BANGTANTV,686,10128381.072886297,1573787.4504373178,74019.86880466473,0.08262654937332692,4.784256559766764
England,11,10118668.454545455,124704.63636363637,5019.909090909091,0.005323314025324693,6.0
KQ ENTERTAINMENT,206,10052678.878640777,291604.78155339806,41264.16504854369,0.043908488743879925,4.733009708737864
KONNECT Entertainment,9,10008213.333333334,86908.0,10217.222222222223,0.004067309491916029,5.0
Lionsgate Movies,32,10001849.53125,109522.6875,13583.75,0.0071746880543715145,5.0625
Focus Features,7,10000497.42857143,88879.85714285714,7481.571428571428,0.003994070814285333,5.0
Addison Rae,9,9899453.777777778,524591.3333333334,111843.66666666667,0.028816094792225008,5.0
NormaniVEVO,17,9894584.11764706,551012.2352941176,41485.35294117647,0.02638348226540964,5.117647058823529
YG ENTERTAINMENT,36,9807640.277777778,267472.6666666667,14613.138888888889,0.013312651652266598,5.222222222222222
tripleS official,8,9714729.375,93750.25,5289.5,0.00870302852733348,4.5
1theK (원더케이),59,9645176.898305085,739999.406779661,101719.74576271187,0.05406090367198171,4.237288135593221
TaylorSwiftVEVO,229,9578275.244541485,663387.6855895197,29638.786026200873,0.03574631230067689,4.777292576419214
Bruno Mars,74,9528693.027027028,447766.85135135136,20978.432432432433,0.025434306543121517,4.418918918918919
HyundaiWorldwide,20,9342334.5,656503.9,27432.85,0.041098948713490846,3.9
Samsung,32,9340077.78125,175208.8125,5150.65625,0.032149134131852136,4.15625
Doja Cat,25,9323254.44,376554.04,18901.64,0.03549336592707526,5.76
DOM Studio,23,9311487.130434783,241528.13043478262,10344.04347826087,0.0108740717726681,5.260869565217392
Weki Meki 위키미키,4,9279535.5,163964.25,15880.0,0.008241228554603276,4.5
BillieEilishVEVO,259,9269386.196911197,720989.5405405406,46505.61776061776,0.046849685743264605,5.177606177606178
electroluxbr,8,9211321.375,114.5,19.0,7.793022663841135e-06,7.5
PSG - Paris Saint-Germain,48,9184743.625,357109.0208333333,11527.583333333334,0.02190318006154514,4.625
studioぴえろ【公式】,7,8996502.142857144,876959.5714285715,40304.0,0.04266398428450654,4.714285714285714
DrakeVEVO,65,8965022.138461538,404445.1846153846,22613.123076923075,0.02039195784640437,6.4
Mike Will,5,8929198.4,422531.8,34812.2,0.021510715585149588,5.0
Game My,9,8925335.555555556,80357.44444444444,1503.2222222222222,0.0038816381567134527,5.0
BLACKPINK - Topic,19,8732940.210526315,732442.5789473684,28106.36842105263,0.03958457126258779,3.3684210526315788
Tsuriki Show,8,8721703.375,296057.5,1416.125,0.01375497869893148,5.0
iKON,16,8715524.875,694855.0,169595.0625,0.045990151038779674,4.5
Rammstein Official,26,8712768.576923076,452765.3076923077,0.0,0.022108110340299896,5.115384615384615
Google Brasil,59,8672882.593220338,5511.728813559322,165.23728813559322,0.0018426054059198676,6.1525423728813555
아는형님 Knowingbros,6,8669856.166666666,490412.1666666667,7266.666666666667,0.023896049402683125,3.5
Taylor Red TV,11,8625334.727272727,233688.36363636365,631.9090909090909,0.011049684962640511,4.2727272727272725
LIVELOVEASAPVEVO,17,8571192.529411765,351280.82352941175,15773.0,0.02107127311398676,5.176470588235294
Demariki,6,8554569.0,345498.0,550.3333333333334,0.01645310503474251,4.5
BabyKeemVEVO,6,8510264.833333334,474264.0,30950.333333333332,0.02490803186030849,5.5
CHUNG HA_Official,15,8495353.666666666,325459.2,19853.333333333332,0.0286827412085362,4.733333333333333
The Royal Family Channel,7,8416940.57142857,40481.42857142857,3028.714285714286,0.0021483282318092304,4.0
OffsetVEVO,5,8373323.8,407006.4,24361.6,0.021315222786037598,5.0
Márcia Fellipe,7,8372012.571428572,78342.71428571429,8062.714285714285,0.0061069798752252605,5.857142857142857
[adult swim junior],1,8370539.0,176426.0,10494.0,0.009183016768693151,2.0
NASA,48,8298117.541666667,209998.20833333334,4890.875,0.010601310636495347,4.9375
Jack Harlow,17,8224038.764705882,276863.29411764705,12795.64705882353,0.01704623687644155,5.294117647058823
Call of Duty,111,8192695.234234234,113503.16216216216,10414.45945945946,0.011361491055258058,4.576576576576577
JISOO - Topic,9,8182866.444444444,374994.6666666667,0.0,0.01876861457590154,5.777777777777778
Beast Philanthropy,5,8131535.2,712525.6,20036.8,0.03657305217113774,6.0
Dreamcatcher official,94,8052859.531914894,188836.13829787233,29482.893617021276,0.03016968049818691,4.446808510638298
Guaraná Antarctica,7,8030806.0,72.42857142857143,16.142857142857142,5.124905602081593e-06,18.0
ポケモン公式YouTubeチャンネル,4,8028332.5,0.0,27178.5,0.0020482978313308402,4.5
Megan Thee Stallion,50,8020162.86,433508.22,28678.3,0.027669928949787304,4.8
FNCEnt,10,8006689.1,160437.0,9742.0,0.011337428755048359,5.5
ShawnMendesVEVO,53,7993002.8301886795,608384.0188679246,33820.28301886792,0.03843243864694363,3.8679245283018866
Residente,6,7953862.833333333,619998.0,103909.16666666667,0.039406506348714274,4.333333333333333
Coldplay,91,7936255.857142857,888387.1208791209,61875.73626373626,0.04167669469305988,4.351648351648351
Louis Vuitton,31,7932391.354838709,358783.1612903226,12092.387096774193,0.03944610735998788,5.225806451612903
GiveonVEVO,7,7861335.857142857,511076.14285714284,16291.0,0.03052235102361625,5.714285714285714
Universal Pictures,23,7803618.043478261,388959.7826086957,26925.17391304348,0.014927518354743437,4.608695652173913
CamiloVEVO,20,7793085.15,513924.05,20389.15,0.0294008762505025,4.9
Sony Pictures Entertainment,51,7733225.098039215,224759.39215686274,8139.666666666667,0.019012814938529275,5.098039215686274
Jessi,25,7727140.92,781834.56,32081.64,0.04768683690969116,4.64
Markiplier,7,7713895.428571428,432597.0,21694.0,0.024816469206656554,4.0
AvonBR,7,7650668.428571428,451.42857142857144,90.0,3.068190601376052e-05,9.0
DAZN Boxing,15,7643377.466666667,86967.53333333334,18054.666666666668,0.0057697343566828286,4.6
PENTAGON 펜타곤 (Official YouTube Channel),13,7640695.0,241087.46153846153,45932.307692307695,0.022979669704284424,4.230769230769231
dojacatVEVO,163,7583997.680981595,460192.44171779143,26957.26380368098,0.030470369979608652,5.2024539877300615
Kep1er,109,7575869.9908256885,297580.77981651376,20862.495412844037,0.028347735917827823,4.412844036697248
MAXVEVO,6,7474085.166666667,1259093.6666666667,86310.5,0.07789412500674779,3.5
Alan Becker,115,7409223.226086956,365100.2956521739,24380.02608695652,0.023665461497885565,5.6521739130434785
Prime Video,20,7331571.25,142036.1,9684.95,0.013702744823231158,5.05
Girls On Top,22,7313378.5,468953.9090909091,20025.272727272728,0.030699200795961668,4.454545454545454
Ed Sheeran,116,7304671.379310345,278878.2327586207,13721.844827586207,0.02202757856550211,4.775862068965517
TAEYANG,8,7273692.125,745483.5,31026.75,0.04479354799644468,5.375
McDonald's Brasil,8,7244262.625,202.5,23.375,1.3487497760911971e-05,8.5
Brawl Stars,526,7178669.317490494,352710.05703422055,26888.61216730038,0.0249908036895233,4.779467680608365
Tokischa,7,7174218.285714285,339669.71428571426,21489.428571428572,0.02376304725642498,5.714285714285714
UFC,9,7161304.666666667,163221.88888888888,21687.666666666668,0.0107416692546997,4.222222222222222
Koray Zeynep,12,7122660.5,129178.0,153.83333333333334,0.007305497531621748,3.5833333333333335
88rising,11,7099875.545454546,300953.0909090909,13419.272727272728,0.02219845680776242,5.363636363636363
7FATES: CHAKHO by HYBE,6,7092521.333333333,1385550.8333333333,73925.16666666667,0.08626171008977022,3.5
냠냠엔터테인먼트 YAMYAM ENTERTAINMENT,9,7042529.222222222,865366.8888888889,90647.77777777778,0.058734162387200195,5.0
Tenacious D,11,7000864.0,432551.9090909091,10493.09090909091,0.0260009702121112,6.909090909090909
LIGHTSUM 라잇썸 (Official YouTube Channel),9,6988493.777777778,201637.11111111112,24877.11111111111,0.016248719038315276,5.222222222222222
The Fast Saga,7,6987003.428571428,175292.7142857143,9143.42857142857,0.0110029480287048,5.0
Rosesarerosie,11,6966087.818181818,994874.9090909091,83978.45454545454,0.06704859769330884,6.0
OliviaRodrigoVEVO,152,6961275.677631579,463952.24342105264,22897.190789473683,0.035119699586523404,5.019736842105263
FOX SPORTS AUSTRALIA,7,6949352.142857143,80636.0,22613.285714285714,0.006593867232016071,4.0
CHUU Official,16,6948537.625,80604.625,4108.875,0.010306738122371222,4.5
Peso Pluma,9,6936835.555555556,266756.44444444444,30050.555555555555,0.021405883398193198,5.0
Jesy Nelson,7,6936211.857142857,388421.0,44008.57142857143,0.028098332935619686,4.0
FX Networks,7,6864528.428571428,17546.714285714286,1987.4285714285713,0.0016016183735030386,4.714285714285714
MalumaVEVO,10,6824423.9,305111.7,15971.7,0.020603277696136582,5.5
Paramount Plus,11,6821201.0,172481.27272727274,0.0,0.010598494722838782,6.0
MigosVEVO,30,6819157.633333334,330590.9666666667,19189.766666666666,0.023442956040775672,4.8
VICTON 빅톤,8,6790690.125,168283.875,23115.75,0.012810933818056378,4.5
ArianaGrandeVevo,215,6762666.506976744,538953.8651162791,34502.68372093023,0.043502169307762156,4.641860465116279
KISS OF LIFE,37,6750091.216216216,223613.24324324325,9589.27027027027,0.021354291967964418,5.891891891891892
Dixie D'Amelio,29,6727510.689655173,587668.0344827586,52188.65517241379,0.04301916544472299,4.275862068965517
TOHO animation チャンネル,31,6724501.677419355,0.0,0.0,0.0,4.935483870967742
Maroon5VEVO,7,6724255.142857143,213720.2857142857,7685.714285714285,0.013655326346698254,7.0
CLC 씨엘씨 (Official YouTube Channel),11,6722304.636363637,244103.9090909091,27198.454545454544,0.053074070815671275,3.0
딩고 뮤직 / dingo music,26,6708210.769230769,550666.5769230769,48011.307692307695,0.03715097109676203,5.6923076923076925
Crush,18,6705623.166666667,925105.0,94471.94444444444,0.06340644868219131,4.0
Zé Felipe,222,6657901.563063063,296783.8243243243,9970.5,0.021940968552967125,5.468468468468468
EminemVEVO,14,6653269.571428572,520356.0714285714,33603.07142857143,0.03729237584840678,4.071428571428571
steveee,11,6647977.2727272725,159603.63636363635,6697.727272727273,0.010136842903686187,3.272727272727273
Pink Floyd,11,6637849.090909091,348260.45454545453,22818.636363636364,0.0238592037939802,6.0
새소년 SE SO NEON,8,6630135.5,977929.625,97610.875,0.07216067665482596,4.5
CHUNG HA 청하,18,6610033.722222222,191781.55555555556,8031.333333333333,0.025204934889924827,5.888888888888889
MTV,136,6609360.448529412,491783.4117647059,25293.301470588234,0.034165917305117616,4.227941176470588
Queen Official,8,6561443.375,374341.625,21787.75,0.025867796460804816,4.5
Duolingo,8,6543525.125,236.125,34.0,1.9497589960858557e-05,7.5
Dream,1,6534968.0,779550.0,50570.0,0.05235863434985451,1.0
FutureVEVO,9,6528589.666666667,336617.0,13282.777777777777,0.02333829831610519,6.0
LilBabyVEVO,7,6523797.714285715,196806.85714285713,13805.57142857143,0.014125448513366988,5.714285714285714
The Late Show with Stephen Colbert,21,6489970.714285715,748004.8571428572,38580.09523809524,0.060177550300898656,4.619047619047619
JAY PARK,6,6457854.833333333,420251.1666666667,15719.5,0.028113340306542473,3.5
The CHOOM (더 춤),5,6452949.2,0.0,29100.6,0.002723073389819462,5.0
BTS - Topic,53,6378608.528301887,1043884.5471698113,94889.28301886792,0.08622175160587081,4.113207547169812
Anne-Marie,12,6374162.083333333,528896.25,28563.916666666668,0.04036196274383017,6.583333333333333
MOB Games,25,6361371.68,229673.24,18016.92,0.019187332385660793,5.04
Jennierubyjane Official,17,6334273.823529412,846767.5882352941,47803.117647058825,0.0605485546733367,9.0
NickiMinajAtVEVO,15,6315352.6,376234.3333333333,20007.0,0.027570118970773338,4.866666666666666
Karlito Shorts,3,6302876.333333333,644947.3333333334,1416.3333333333333,0.04106377562026039,11.0
Skrillex,5,6286043.4,298437.6,14731.0,0.02109570657924089,5.0
ONE PIECE公式YouTubeチャンネル,40,6241800.475,207122.2,12588.975,0.014053590416119092,4.925
TiniVEVO,75,6219487.173333333,327564.9866666667,22926.84,0.02703697077295906,5.586666666666667
The Late Late Show with James Corden,102,6209783.166666667,505288.23529411765,21027.62745098039,0.04296344336420546,4.0588235294117645
KARD,39,6140198.461538462,240659.7435897436,16699.871794871793,0.050456463458584636,3.7435897435897436
Guardian News,17,6112377.94117647,57568.35294117647,12958.235294117647,0.004076452865981252,5.0
LEGO Fortnite,17,6086034.882352941,164888.76470588235,6870.764705882353,0.012648229334297253,4.764705882352941
PURPLE KISS,17,6032584.764705882,100466.17647058824,7175.705882352941,0.009057342230164384,4.882352941176471
Jackson Wang,25,5984470.24,587551.64,33399.6,0.05067694875198613,3.64
Quavo Huncho,15,5968631.6,408908.13333333336,27268.666666666668,0.029880226387459904,5.733333333333333
GODZILLA OFFICIAL by TOHO,9,5957213.888888889,173135.33333333334,12387.444444444445,0.01321851932581921,5.555555555555555
NewJeans,26,5911251.192307692,375938.92307692306,15273.692307692309,0.03220064640891646,5.038461538461538
Gusttavo Lima Oficial,508,5896684.06496063,123605.72047244094,4167.379921259842,0.010501837274024884,5.267716535433071
CamilaCabelloVEVO,66,5881830.666666667,274335.5909090909,14337.484848484848,0.025038378572158175,5.424242424242424
KARLITO Shorts,1,5875777.0,599610.0,1325.0,0.04095441334822612,9.0
YouTube Brasil,64,5869084.9375,24219.359375,2109.015625,0.009374637806491662,5.421875
Spider Slack,27,5839720.851851852,342747.74074074073,1377.7037037037037,0.030475711527949336,4.592592592592593
ZaynVEVO,33,5798721.060606061,582124.0303030303,42440.818181818184,0.052297079910868266,4.454545454545454
Manchester United,15,5794443.533333333,91608.26666666666,2793.8,0.006464442174371005,4.266666666666667
NFVEVO,11,5777780.909090909,383599.0909090909,34485.454545454544,0.03431439848433578,6.0
Paramount Pictures,48,5716433.916666667,103130.16666666667,10234.354166666666,0.010776650753701577,4.541666666666667
HyunA,48,5689476.666666667,534607.0625,19563.708333333332,0.040832331859704606,4.6875
Dudu Moura,7,5684243.0,257714.57142857142,10020.142857142857,0.019787349215066037,5.0
Drake,25,5661089.76,275637.2,18546.76,0.023887822379068727,3.92
TINI,9,5639524.666666667,264428.44444444444,12240.555555555555,0.021740993507210357,6.0
Nike Football,12,5635317.333333333,198887.25,6689.583333333333,0.015049539427735405,6.583333333333333
ManeskinVEVO,29,5622068.620689655,470051.1724137931,20663.896551724138,0.03329150301095001,5.655172413793103
Lyrical Lemonade,31,5621358.193548387,354212.0,21258.83870967742,0.029237914045882645,5.258064516129032
Official ARTMS,26,5570547.115384615,110650.5,9706.038461538461,0.0302541438725696,5.3076923076923075
Mobile Legends: Bang Bang,28,5561922.428571428,67009.14285714286,4084.035714285714,0.005302070554615838,4.071428571428571
LK SHORTS,2,5530911.0,565547.0,1240.5,0.04103648278979049,7.5
Linkin Park,44,5520764.886363637,441036.45454545453,24583.704545454544,0.046350013813307396,4.818181818181818
WWE,30,5513239.166666667,173060.33333333334,14813.966666666667,0.014087775814390125,4.466666666666667
LILHUDDYVEVO,10,5501503.4,475110.9,38308.2,0.043666659178560066,4.5
MAPPA CHANNEL,32,5500873.375,318979.375,13458.59375,0.025749333185287653,7.53125
All Elite Wrestling,14,5458403.071428572,226665.85714285713,24438.285714285714,0.018925845653651914,4.0
SZAVEVO,50,5415638.68,363946.86,16534.06,0.03239436564286939,5.56
League of Legends: Wild Rift,7,5412898.285714285,380863.14285714284,21529.0,0.03271027308291742,4.0
Clash of Clans,559,5398398.608228981,104512.54025044723,3896.9159212880145,0.009749285240656396,4.67262969588551
Rema,8,5388281.75,264930.0,12595.0,0.023052419401697433,6.375
Alexa Real,5,5387875.4,126614.8,2537.4,0.0092637764343537,3.0
Adult Swim,28,5384998.714285715,157714.57142857142,9224.07142857143,0.015698157283424396,4.964285714285714
