channelTitle,video_category_name,video_count,avg_views,avg_engagement
Davi Louback,Education,19,593683.1578947369,0.034995781392440584
Davi Sacer,Music,9,452417.1111111111,0.013353951928023139
Daviajando,Gaming,42,295493.5,0.015356799019874336
David Blaine,Film & Animation,5,12124402.2,0.013740533886056306
David Guetta,Music,33,3782381.606060606,0.013363937102227436
DavidKushnerVEVO,Music,9,3478160.888888889,0.036511085471969545
Davy Jones,Entertainment,104,230192.25961538462,0.08717659135818892
Day e Lara,Music,11,692847.0,0.005146813910357189
Dayani Mika,People & Blogs,13,138503.38461538462,0.05998580488931862
Dazok Oficial,Entertainment,55,535477.8363636363,0.020470924220911072
Dazok e Gabizoka,Entertainment,5,592339.8,0.012895440446468884
De Placa,Sports,685,123406.69927007299,0.029879179924014253
De Sola,Sports,26,120964.76923076923,0.03756851168645859
Dead Space,Gaming,12,1510732.4166666667,0.022924354795557222
Dead by Daylight,Gaming,90,788679.3777777777,0.026293220336204116
Dean FF 08,Gaming,5,389848.8,0.03980721541762456
Dear Maidy,Entertainment,20,258880.4,0.022585455378593824
Dearo e Manu,Entertainment,107,255447.22429906542,0.03215315335395599
Debate Raiz,Sports,12,115139.66666666667,0.03382770974755007
Deboche Astral,Comedy,88,205279.72727272726,0.06523102584488093
Debyianreceitas,Howto & Style,8,44686.5,0.013063986538848616
Debyreceitas,Howto & Style,6,47481.5,0.06159888347651526
Deco SRN,Sports,27,65712.4074074074,0.045931751408941957
Deco SRN,Entertainment,6,24704.833333333332,0.05015150145094744
Dedeco,Gaming,4,59457.75,0.08842051631980874
Dedé Campos,People & Blogs,30,425643.63333333336,0.05313097578036801
Deixa o Palmeirense Falar,Sports,6,55411.5,0.0601003771749746
Deixando o Amor Guiar,Travel & Events,11,74239.90909090909,0.06986082909988983
Delacruz,Music,18,483438.77777777775,0.04414080431709077
Delegado da Cunha,People & Blogs,5,462877.8,0.048751300754919326
Delino Marçal,Music,6,44505.833333333336,0.022932041552251373
Delícias da Thata,People & Blogs,9,244543.66666666666,0.02408219309378964
Demariki,Comedy,6,8554569.0,0.01645310503474251
Demi Lovato,Entertainment,36,5689034.611111111,0.013811628389929867
Demi Lovato,Music,7,366652.4285714286,0.05591815368285307
DemiLovatoVEVO,Music,89,2372292.8988764044,0.03741872573940967
Denise Porto,People & Blogs,18,83981.77777777778,0.06116405107509146
Dennis DJ,Music,84,1149815.511904762,0.014243180212992848
Dentista do Aparelho,Education,35,1418706.8,0.033852832975345346
Dentista do Aparelho,People & Blogs,9,863414.7777777778,0.030345910026574423
Denílson Show,Sports,12,200046.83333333334,0.01180668684426011
DepecheModeVEVO,Music,8,4445017.0,0.015832029955734263
Depois das Onze,Comedy,62,266727.98387096776,0.088778377077329
Derponce,Gaming,9,127509.88888888889,0.020612009950374648
Desafio 1PRA1,Sports,13,196198.76923076922,0.0166114552715132
Desanima Lima,People & Blogs,34,1045102.1764705882,0.05019336592477393
Desbrava Trip,Travel & Events,14,52307.0,0.04372769044261956
Descomplica,Education,65,136350.6769230769,0.030410050704258246
Descontraídas MPM,People & Blogs,19,645626.5263157894,0.027648570586638343
Desejo de Menina Oficial,Music,25,271144.76,0.022411961726051803
Desenhista Amador Aposentado,Entertainment,7,713131.8571428572,0.025872202956661785
Desimpedidos,Sports,515,811286.759223301,0.03753348763216537
Desimpedidos,Entertainment,8,192056.5,0.04786503717808928
Destiny 2,Gaming,25,1934666.76,0.013256718787279657
Detonautas Roque Clube,Music,11,166683.27272727274,0.06435911110732555
Deu o que FALAR,Entertainment,50,73612.52,0.042508995745161565
Devassa,Entertainment,2,101104.5,0.023425314051215347
Dexter Oitavo Anjo,Music,4,371502.75,0.0719344252341789
Dfideliz,Music,39,580976.2307692308,0.0548786981671074
Dhar Mann Português,People & Blogs,36,562020.7777777778,0.01806828864441892
Dhara Fabricio,Entertainment,6,75145.5,0.06566384718568515
Di Paullo e Paulino,Music,24,203048.66666666666,0.013129045526032295
DiPropositoVEVO,Music,43,774670.4651162791,0.007111098422946108
Dia Estúdio,People & Blogs,32,247827.9375,0.04109479947696404
Dia a Dia na roça,People & Blogs,14,153730.57142857142,0.07012365703923865
Diablo,Gaming,8,885669.25,0.014410727078232051
Diamante Pipas,Entertainment,31,220531.74193548388,0.032277447827472494
Diamond Bro,Gaming,8,2033955.5,0.002451405485795543
Diana Demarchi,People & Blogs,19,175572.73684210525,0.04135304180749737
Diana Demarchi,Entertainment,22,113338.18181818182,0.06512781624276194
DianeWarrenVEVO,Music,7,3325215.714285714,0.006682254141878111
Diante do Trono,Music,161,172422.98136645963,0.038709122328679985
Diante do Trono Oficial,Music,5,103830.6,0.030290780569312187
Diario Rezende,Gaming,9,307917.0,0.06199535913830455
Diarra Sylla,Music,8,321221.0,0.1302863852063544
Dica Da Ka,People & Blogs,6,73994.33333333333,0.032931516637223414
Dicas Lara Ferreira,People & Blogs,25,72559.28,0.06585789897295584
Dicas do Dego,Education,9,127062.11111111111,0.0240861710205507
Diego & Arnaldo - Topic,Music,9,294391.55555555556,0.0017338019904659847
Diego & Victor Hugo - Topic,Music,14,147219.7142857143,0.0034896152811546535
Diego Bruno,People & Blogs,16,66479.75,0.06271002379922788
Diego Bruno & Paulo Roberto,Autos & Vehicles,8,90480.625,0.06399880537884906
Diego Faria,Music,9,1488954.3333333333,0.0014875380733219944
Diego Faustino #68,Autos & Vehicles,38,215220.73684210525,0.06540311027110073
Diego Ribas,Entertainment,36,252960.44444444444,0.08352123325168295
Diego Ribas,People & Blogs,16,154714.625,0.09471950706171901
Diego e Arnaldo,Music,11,225348.54545454544,0.008859204144207346
Diego e Victor Hugo,Music,112,2798470.2946428573,0.0027350594068803933
DiegoEArnaldoVEVO,Music,62,1309861.0967741935,0.005599513251186094
DiegoEVictorHugoVEVO,Music,125,732749.408,0.013529441164026197
Diggo,Entertainment,24,378013.6666666667,0.08338979265415075
Dika da Naka,Entertainment,76,684907.9210526316,0.017238919433664162
Dika da Naka,Travel & Events,10,407471.4,0.00870575706283206
Dilsinho,Music,1,33486.0,0.001254255509765275
Dilsinho - Topic,Music,6,147466.33333333334,0.003795005972780477
DilsinhoVEVO,Music,177,881223.4858757062,0.012396755400132018
Dimelo Flow,Music,8,897645.75,0.03279696847676264
Dimension Customs,Autos & Vehicles,4,73530.75,0.07661989063216121
Dimiily,Entertainment,15,1168763.6666666667,0.04168515924149571
Dinah Moraes,Comedy,427,674532.6791569086,0.035659437076479054
Dinah Moraes,Entertainment,48,308740.5625,0.02416795010952211
Dinheiro Com Você - Por William Ribeiro,People & Blogs,13,103284.53846153847,0.06714364190895673
Dino e Dina,Gaming,9,113013.66666666667,0.0327211992191218
DinoSonso,Comedy,7,718061.7142857143,0.04888591711660407
Dinossarro,Entertainment,29,229787.0344827586,0.06011567369792226
Diogo Almeida,Entertainment,33,304906.6060606061,0.019559009257079808
Diogo Almeida humorista,Comedy,9,158546.33333333334,0.048234581231536754
Diogo Defante,Comedy,10,870010.5,0.06961639403272452
Diogo Gomez,People & Blogs,13,353946.6153846154,0.01886760488586259
Diogo Gomez,Gaming,4,217870.25,0.0247512773087084
Diogo Menani,Entertainment,21,289481.38095238095,0.04168075410936732
Diogo Nogueira Oficial,Music,40,220050.075,0.01600572697305314
Diretasso,Sports,85,215919.14117647058,0.01668781522759885
Diretor Theo,People & Blogs,7,268743.85714285716,0.039827046079432944
Dirigindo de Verdade,Sports,7,527505.0,0.013054399081090323
Discovery Brasil,Entertainment,50,244254.26,0.01317006961844163
Disney Brasil,Film & Animation,6,68659.83333333333,0.016794118148647563
Disney Korea,Entertainment,8,2136012.625,0.0204827963737736
Disney Plus Brasil,People & Blogs,27,131177.07407407407,0.035226939631725906
Disney+ Brasil,Entertainment,38,138745.36842105264,0.03551582323052286
DisneyMusicBRVEVO,Music,23,1136082.5217391304,0.015561121117187483
DisneyMusicLAVEVO,Music,4,2419659.5,0.005493553709650588
DisneyMusicVEVO,Music,38,3071400.4736842103,0.022574974458356944
Diva Depressão,Entertainment,19,851666.947368421,0.04985798844165134
Diva Depressão ,Entertainment,46,559464.8478260869,0.04295097833457922
Diversas Receitas da Deia,Entertainment,5,252320.8,0.026697290466956587
Dixie D'Amelio,Music,7,9579086.57142857,0.036738141070414856
Dixie D'Amelio,People & Blogs,22,5820191.090909091,0.045017673200184655
Diy com Fabiana Nogueira,Entertainment,7,276543.4285714286,0.004106115825760102
Diycore com Karla Amadori,Howto & Style,6,61248.0,0.043628674778303705
Diárias Do Gui ,People & Blogs,40,212367.725,0.03717988907563926
Diário da Carol,People & Blogs,52,336936.1153846154,0.020218187421560348
Diário de Bordo de um Caminhoneiro,Entertainment,14,95576.21428571429,0.058987950769925815
Diário de Motochileiro por Alfredo Souza,Travel & Events,8,138076.75,0.049227325337830335
Diário do Nordeste,News & Politics,83,274613.5542168675,0.009588802628474355
Dj GM - Topic,Music,4,70069.0,0.05125570595202598
Dj Ivis,Music,82,1809136.8536585367,0.017627892462247455
Djenny Kock,Entertainment,8,96435.375,0.05737513290049219
Djonga,Music,121,1015720.3884297521,0.038431452282848604
Dlet,Gaming,144,119855.94444444444,0.048785921694495166
Dletin e Carlin ,People & Blogs,29,461762.8620689655,0.010928310008353035
Doarda,Entertainment,91,339942.65934065933,0.09361049263778981
Doce Encontro,Music,7,487871.0,0.0031563588718739014
Dois Marmotas,Gaming,7,349427.5714285714,0.08145729387465464
Doja Cat,Music,25,9323254.44,0.03549336592707526
Dolls House,Entertainment,4,46737.0,0.05924551954282295
Dom Vittor e Gustavo,Music,6,2292849.6666666665,0.028616972147261527
DomLaike,Music,26,656711.1538461539,0.038590902775822146
Doma Arquitetura,Howto & Style,104,134920.79807692306,0.0452130392914521
Domingo Espetacular,Entertainment,243,1135045.7860082304,0.01196856891144333
Domingo Legal,Entertainment,36,854195.0833333334,0.013345700452143196
Don Toliver,Music,15,1765684.4666666666,0.02488615822542201
Don't Hug Me .I'm Scared,Film & Animation,15,2085699.4666666666,0.04959267338824189
Dona Ruth,Entertainment,31,683326.6129032258,0.04341066786494536
Dona Ruth,People & Blogs,8,236064.0,0.05148108865208377
Donut Media,Autos & Vehicles,10,1160987.0,0.047219188024518924
Dora Rodrigues,People & Blogs,21,205471.47619047618,0.06247526634340202
Dorgival Dantas,Music,7,52680.142857142855,0.03804235154071613
Dossola,Comedy,9,372290.22222222225,0.06660171444837938
Dotemu,Gaming,8,1160274.875,0.015470213027512383
Doug Games,Gaming,7,199429.0,0.0
Douglas E Vinicius,Music,14,1678677.142857143,0.0018916279523006712
Doutor Churras,People & Blogs,27,361702.14814814815,0.028966140871575077
Doutor Fran,Education,10,473205.9,0.05262011110157912
Doutor Fran,People & Blogs,10,162434.0,0.048266050950518294
Doutora Deolane,Music,2,181424.0,0.03657697885835395
DoveCameronVEVO,Music,26,1694619.576923077,0.05750701007722566
Dr. Dayan Siebra,Entertainment,5,55803.0,0.07369377328448183
Dr. Fernando Lemos - Planeta Intestino,People & Blogs,12,313250.0833333333,0.06997359833448916
Dr. Gabriel Azzini,People & Blogs,9,65425.88888888889,0.03542219249424747
Dr. Oetker Brasil,Entertainment,9,4069039.777777778,1.9072683179506783e-06
Dr. Plants Brasil,Pets & Animals,17,417759.23529411765,0.025965080189184142
Dr. Roberto Yano,Education,20,442820.05,0.02305381618633909
Dra Maria Claudia Brito,People & Blogs,3,38990.0,0.05249408260551447
Dra Vanessa Gualda - Dentista,Education,5,138544.0,0.022812927941058762
Dra. Ana Beatriz Barbosa,Entertainment,8,500812.125,0.034409264599934694
Dracomine,People & Blogs,6,265519.6666666667,0.035407203604539826
Draex,Gaming,8,120494.625,0.017384074718610313
Drake,Music,25,5661089.76,0.023887822379068727
Drake - Topic,Music,6,3192478.3333333335,0.013087339326489889
DrakeVEVO,Music,65,8965022.138461538,0.02039195784640437
Drauzio Varella,Science & Technology,27,145813.88888888888,0.04040485499911793
Drawn Mask,Entertainment,152,695996.2039473684,0.04644734400677787
Dream,Gaming,1,6534968.0,0.05235863434985451
Dream Music,People & Blogs,6,3889676.5,0.05663209533071939
Dream Perfect Regime,Film & Animation,12,1203482.5833333333,0.049176013783560645
Dream Perfect Regime,Music,6,801026.1666666666,0.05396179455739707
Dreamcatcher official,Music,94,8052859.531914894,0.03016968049818691
Dreicon Oficial,Entertainment,14,523969.78571428574,0.046942805530264024
Dreicon Oficial,Music,6,351357.1666666667,0.06872921649256475
DreiconOficial,Music,1,169569.0,0.08876740441943988
Dressa Carolinne,Entertainment,6,85833.0,0.05598119067338738
Drex Tricolor,Sports,7,78380.14285714286,0.02891812882364774
Dri,Gaming,75,354235.14666666667,0.03310756865109011
DribleParaSeAprender,Sports,12,169790.25,0.032968150303231344
Drico Alves,Entertainment,28,142585.7142857143,0.052128294491288106
Drive Crew,Autos & Vehicles,5,37190.6,0.10221802341472037
Dua Lipa,Music,121,10830824.925619835,0.02482370611457223
Dua Lipa - Topic,Music,5,281555.0,0.02125638251378164
Dubdogz,Music,21,75187.61904761905,0.023476396942099215
Dubladiando,Entertainment,3,93497.66666666667,0.08820717135701454
Duda Beat,Entertainment,19,797895.947368421,0.06054479996077188
Duda Fernandes,Entertainment,7,42504.42857142857,0.05109159557289665
Duda Garbi,Entertainment,26,181830.0,0.053326604690963356
Duda Kropf,People & Blogs,19,101089.57894736843,0.04133368693535695
Duda Lago,Sports,8,45943.5,0.036903978269325594
Duda Maryah,People & Blogs,53,1202615.283018868,0.055699944133361066
Duda Nagle,People & Blogs,7,210594.14285714287,0.010282036451949278
DudaBeatVEVO,Music,9,352240.6666666667,0.05068782149421277
Dudaberud,People & Blogs,73,307127.80821917806,0.0368350763933588
Dudaberud,Gaming,158,240504.41139240508,0.016035961055352307
Dudu Moura,Entertainment,7,5684243.0,0.019787349215066037
Dudu Nobre Oficial,Music,2,146894.5,0.006944436459553104
Dudu Purcena - Alma Sertaneja,Music,8,655729.875,0.007355868176133429
Dudu mc,Music,54,412557.51851851854,0.03789173652229453
Duduzera,Comedy,112,418511.84821428574,0.04064536526431022
Duduzera,Entertainment,5,125515.4,0.07077289046324595
Dulce Maria,Music,8,1013857.875,0.04818943092315671
Dulce María - Topic,Music,8,160427.5,0.04393295325829234
DunamisMovement,Music,3,67154.66666666667,0.04744358563790891
Duolingo,Education,8,6543525.125,1.9497589960858557e-05
Dust2 Brasil,Gaming,22,179424.4090909091,0.031380236587556225
Dylan,Gaming,41,183357.17073170733,0.01871078346508899
Dynamic Games,Gaming,7,128404.57142857143,0.056759161032687244
Débora Aladim,Education,36,220769.75,0.06748516369263349
Débora Zago,Education,4,32928.5,0.04037463219028448
Décimo 14,Gaming,15,79579.46666666666,0.06989372550982427
Déia e Tiba,Entertainment,8,116463.75,0.09146786418415338
EA SPORTS F1,Gaming,24,390822.9166666667,0.02127949715259242
EA SPORTS FC,Gaming,32,2856221.3125,0.01657958429660037
EA SPORTS FC MOBILE Brasil,Gaming,14,68921.64285714286,0.0395913845975848
EA SPORTS FIFA,Gaming,64,1926243.90625,0.019744110423020243
EA Star Wars,Gaming,28,3353150.285714286,0.016312329828687057
EAE CLA,Sports,25,654689.52,0.02282640914359645
EAE CLA,Gaming,7,236715.2857142857,0.013863326975250539
EBONY,Music,9,885824.4444444445,0.05862149844362986
EDUARDO BOLSONARO,Entertainment,3,300192.6666666667,0.05134753792620739
EDUARDO PÁDUA,Education,44,726638.0909090909,0.011700476814343332
EGol7,Sports,6,518566.0,0.005694618658591734
EHXIS,People & Blogs,17,324138.64705882355,0.0470812402885185
EI MINE,Entertainment,38,469711.8157894737,0.05067656475759305
EL GATO,Music,17,1150748.1764705882,0.10701030059882832
EL7Z UP,People & Blogs,7,2024814.857142857,0.015590319713358348
ELFO JR FF,Gaming,7,39019.857142857145,0.05127633459375439
ELLE,Howto & Style,5,253713.2,0.04847590324313633
EM OFF,Entertainment,7,573746.5714285715,0.006485071161356436
EMI,Entertainment,14,294203.5714285714,0.06824610702660698
EMOTION Label Channel,Film & Animation,9,4267983.888888889,0.023249599213087963
ENHYPEN,People & Blogs,33,876662.4545454546,0.10295204786091162
ENHYPEN - Topic,Music,6,767986.8333333334,0.04925641866852639
ESL Counter-Strike,Gaming,6,310018.1666666667,0.003867576265119512
ESPN,Sports,17,1327231.4705882352,0.0035473454770878236
ESPN Brasil,Sports,2485,1240774.9279678068,0.01802510298261772
ESPN College Football,Sports,8,3297174.75,0.0037560749763788084
ESPN Deportes,Sports,8,459759.625,0.009636877897842957
ESPN FC,Sports,7,269078.0,0.006653821740135335
ESPN Fans,Sports,6,3359982.6666666665,0.00847616135916889
ESPN MMA,Sports,17,341580.0588235294,0.007494912160513565
EU FICO LOKO,Entertainment,183,451640.84153005463,0.04799110317873137
EU SOU ZOEIRO,Entertainment,9,198182.66666666666,0.017973026464563488
EVERGLOW,People & Blogs,10,298095.5,0.09039156889538959
EXID_OFFICIAL,Music,8,3663732.5,0.03928084475785365
EXO,Entertainment,7,2131776.0,0.07469746646589372
EXO,Music,21,1738301.9047619049,0.12531850700861333
Ed Fagundes,Comedy,6,357147.5,0.026555155336378075
Ed Sheeran,Music,116,7304671.379310345,0.02202757856550211
Ed Sheeran - Topic,Music,9,233845.77777777778,0.021155792113211534
Edelson Sobrevivente,Comedy,7,101281.57142857143,0.058879860560346345
Edi Rock,Music,6,154764.33333333334,0.031734125763740774
Ediel Costa,Education,1,239986.0,0.029854241497420685
Edmilson Adorno - Em Memória,Entertainment,12,562228.5,0.03053541508244482
Edmilson Adorno Vida na Roça,Entertainment,24,335021.2916666667,0.0625090443804886
Edson Lima - Oficial,Entertainment,30,355146.36666666664,0.01308242965728001
Edson Theodoro,People & Blogs,8,623761.375,0.024291626796646426
Edson e Hudson,Music,48,405277.3125,0.010376520835687821
Edu Falaschi,Music,7,182081.7142857143,0.04936643554141061
Edu Primitivo,Comedy,9,256370.44444444444,0.02584523809334599
EduKof,Gaming,36,275083.97222222225,0.0639900302197651
EduKof,People & Blogs,52,171095.3076923077,0.03816643133873716
Eduarda Ferrão,Entertainment,4,310273.25,0.04067182784736657
Eduardo Costa,Music,216,1697793.1666666667,0.007940479511141922
Eduardo Marques,Entertainment,6,114610.33333333333,0.08214437615347721
Eduardo Wizard,People & Blogs,7,125306.85714285714,0.0563092932756661
EducaDF SEEDF,Education,5,29966.8,0.045315334132156174
Educação Bahia,Entertainment,5,27680.2,0.025395755409992938
Edvanilson Santana,Comedy,7,90530.0,0.0094807085001158
Edy Britto & Samuel,Music,14,494022.4285714286,0.007813476424590602
Edyr Vaqueiro,Music,5,137445.2,0.017445638632320647
Ei Nerd,Entertainment,473,976400.0824524313,0.06269865247938855
Elaine Martins Oficial,Music,4,126760.75,0.03358613433104896
Elana Dara,Music,37,535634.1081081082,0.030884319181690413
Elay Oliv,Comedy,7,210028.85714285713,0.09790825680350412
Elba Ramalho,Music,30,480418.13333333336,0.01786243124685258
Elementar,Entertainment,17,363407.35294117645,0.038223325843122706
Eli X AlE,Comedy,10,200343.6,0.02120635192374924
EliSoaresVEVO,Music,14,150356.64285714287,0.03339263171082203
Eliane Fernandes,Music,72,226310.68055555556,0.020781636997447554
Elias Monkbel Oficial,People & Blogs,15,797421.7333333333,0.02448550979833634
Elis Ferreira,Entertainment,3,277489.6666666667,0.04629079220970981
Elisa Play,Gaming,10,138236.6,0.03152462221596477
Elizeu Silva TV,People & Blogs,17,335302.0,0.07068543479200788
Eliã Oliveira,Music,8,103167.0,0.046905599612043394
Elld,Gaming,16,173881.75,0.007493234432101936
Ellviscdp,Entertainment,3,201590.33333333334,0.021782785095961613
Elo Team,People & Blogs,32,189636.4375,0.030512534777479755
Elton John,Music,8,4790268.75,0.015364223142847135
EltonJohnVEVO,Music,6,143734.83333333334,0.014379582843935418
Em busca do shape inexplicável,Entertainment,10,836784.9,0.05836515538049315
Em busca do shape inexplicável,People & Blogs,8,203610.25,0.044318954034980006
Emagrecer De Vez,Entertainment,5,99854.0,0.054655626311596386
Embaixadores do Pepê,Pets & Animals,5,195206.8,0.020153700807126605
Embraer,Science & Technology,5,52611.8,0.02867449897826136
Embrulha Pra Viagem,Comedy,145,416194.49655172415,0.040372380431855294
Emicida,Music,40,413218.375,0.04080757535632677
Emilia,People & Blogs,9,2639854.5555555555,0.01780667410471424
EmiliaMusicVEVO,Music,7,4579097.142857143,0.018904868679512337
Emilly Vick,Science & Technology,552,1652198.4873188406,0.004605451557568147
EminemVEVO,Music,14,6653269.571428572,0.03729237584840678
Emirates,Travel & Events,7,1779111.2857142857,0.0030650969574624576
EmpireBlox,Gaming,35,394277.5142857143,0.014911306241786201
Empiricus,Education,5,86454.2,0.025890370520196503
Emílio e Eduardo Oficial,Music,4,82813.5,0.006742283182179797
Enaldinho,Comedy,82,1591425.487804878,0.03172460301123095
Enaldinho,People & Blogs,10,1589908.2,0.033327482569476555
Enaldinho,Entertainment,1537,1372199.5178919975,0.014100705126819567
Enaldinho,Gaming,372,1179620.3629032257,0.018766927280107135
EnaldoCast,People & Blogs,7,154401.2857142857,0.056746741606912475
Enciclopédia Geral,Entertainment,7,158433.42857142858,0.01861827654365223
Encontro de Fenômenos,Music,11,1685895.9090909092,0.012480627941150528
Energia 97 FM,Sports,22,182891.4090909091,0.0259778949979709
Energia 97 FM,Entertainment,2,53566.0,0.02358375198456851
Engehall Elétrica,Education,17,177641.9411764706,0.05009105613741693
Engehall Energias Renováveis,Education,5,29727.4,0.05136275278677506
Engenharia Detalhada,Education,10,804279.3,0.027210368178386395
England,Sports,11,10118668.454545455,0.005323314025324693
EntendendoiPhone,Howto & Style,20,117733.1,0.04062503190428864
Entertainment Tonight,Entertainment,7,172322.7142857143,0.023813331499560532
Entre Migas,People & Blogs,17,40125.82352941176,0.06831623994263068
Então Roberta Family,Entertainment,1,667986.0,0.02241005051004063
Então Roberta Family,Howto & Style,5,324219.0,0.02307721584121679
Então Roberta?,Howto & Style,5,143271.8,0.030656640191354646
Envolvência Oficial,Music,1,30121.0,0.03231632415922447
Enygma,Music,344,448560.20930232556,0.0574915734424706
Enzo Rabelo,Music,28,1927615.9285714286,0.007302089176231442
Eonline Brasil,Entertainment,28,235113.42857142858,0.009268058612999
Epitaph Records,Music,16,3339151.25,0.02984574424811407
Eric Land,Music,66,915625.5303030303,0.012036862710119289
Erick Jacquin,People & Blogs,12,106979.66666666667,0.0584303890075537
Erick Medici77,Autos & Vehicles,71,214614.11267605633,0.04448220012075847
Erick Medici77,Entertainment,7,211784.14285714287,0.047452760687845666
Erik Carr,Gaming,62,445786.67741935485,0.024326248855306966
Eros Prado,Comedy,5,300688.2,0.01584826485375796
Escola Esotérica - Daniel Atalla,Education,8,40537.5,0.10595056492497987
Escola de Feltro,Entertainment,3,15992.666666666666,0.06347259875728717
Escola para Youtubers,Education,6,94768.33333333333,0.0891369056615789
Escolha Uma Carta,Entertainment,42,535138.1428571428,0.02934028019817226
EscolhaSegura,Science & Technology,25,121390.32,0.035839249137030675
Eslen Delanogare,Science & Technology,6,137015.66666666666,0.03603518881115465
Espartano Gamer Ω,Gaming,5,95873.8,0.02689418294322753
Espaço Nerd,Entertainment,10,234691.5,0.04233260810930185
Espaço em Branco,Gaming,8,104790.25,0.08406666049790654
Esporte Interativo,Sports,159,1379509.3836477988,0.022026447607259962
Esporte Na Cultura,Sports,11,738150.8181818182,0.0070024467965648296
Esporte TV Cultura,Sports,8,100290.375,0.009733017964627541
Esporte na Band,People & Blogs,8,232024.75,0.015996483481946596
Esporte na Band,Sports,528,195486.73863636365,0.007413634456768194
Esporte na Band,Entertainment,5,61405.0,0.00764809720675947
Esquadrão da Moda,Entertainment,13,97911.46153846153,0.021084322907740292
Estadão,Entertainment,42,251582.14285714287,0.013876914027799716
Estadão,News & Politics,24,166292.875,0.025046166085204546
Estamos Offline,People & Blogs,9,108519.44444444444,0.06758920872745125
Estação HD,Entertainment,7,121015.28571428571,0.03225817375419956
Estefany Boro,Entertainment,8,235119.375,0.049039105388735287
Estefany Boro,People & Blogs,26,152864.6923076923,0.031597193291484776
Estevam Pelo Mundo,Travel & Events,49,240762.2857142857,0.021640870904903547
Esther Melo,People & Blogs,64,147359.875,0.06011584200673766
Estopinha & Alexandre Rossi,Pets & Animals,22,139331.86363636365,0.02830795433408649
Estouradinho da Midia,Music,2,495344.0,0.01631558414659964
Estrelando,Entertainment,7,179455.2857142857,0.07787579884875917
Eu Hipe,Entertainment,26,431411.96153846156,0.039204533184474775
Eu Joguei - Cross,Gaming,15,77896.33333333333,0.043436948971814125
Eu Sou João Oficial,Sports,7,109946.85714285714,0.02418661152691704
Eu Vim de Santos,Entertainment,32,66840.78125,0.050209314065562984
Eu sou o Douglas,People & Blogs,45,391101.2888888889,0.07358059604952859
Eu você e nós,Entertainment,217,692661.0276497696,0.033958951258454245
"Eu, Deivson Nascimento",People & Blogs,5,201429.0,0.015762488472504544
"Eu, Júlio Victor TV",People & Blogs,18,134608.77777777778,0.04906258557855356
EuGohan,Gaming,12,163985.25,0.03219775788418691
Euphoric Brothers,Gaming,97,1402245.2268041237,0.01702597716387307
Euro Fut,Sports,24,179014.125,0.05123121142948354
Euro Oficial,Music,12,666889.0833333334,0.0222706322894592
Eurovision Song Contest,Entertainment,7,11940307.285714285,0.005705307327042557
Euviomar,People & Blogs,13,3261619.769230769,0.01712106157959544
Evanescence,Music,12,723717.0,0.03639225755810158
Evelyn Regly,Howto & Style,265,370319.58113207546,0.049224317750042844
Everson Zoio,Comedy,5,312454.2,0.060636429787151856
Everton Football Club,Sports,25,2052901.88,0.0051627737838588214
Evillyn Vitoriaa,People & Blogs,11,148905.0,0.08445221515972073
Evoney Fernandes,People & Blogs,42,884272.5,0.012542569120659507
Evoney Fernandes Oficial,People & Blogs,19,661990.6842105263,0.02973641260043804
Exercício em Casa,Entertainment,7,103688.0,0.03456266290470312
Experiência Flamino,Entertainment,33,165951.57575757575,0.08874435051452784
Eyshila - Topic,Music,16,62805.3125,0.010970217283196894
EyshilaOficial,Music,6,293082.0,0.032216410214537215
EyshilaVEVO,Music,13,781250.0,0.021759001993363718
F L U S C O M A N I A,Entertainment,11,996465.9090909091,0.01837334877163127
F1® Games From Codemasters,Gaming,8,593755.5,0.019665272962155915
F7 TV PLAY,Sports,12,99603.08333333333,0.012077519656572375
FABINVIDEOS,Comedy,45,913272.1555555556,0.026510416814914024
FALATUZETRÊ,Entertainment,8,263886.625,0.03610426806451334
FAVELA VENCEU,Music,3,590056.3333333334,0.0032228569186202767
FAÇA SUA OBRA,People & Blogs,19,132083.47368421053,0.020671191869386
FC Barcelona,Sports,88,2740534.2613636362,0.017718140676196155
FC Bayern München,Sports,14,1876134.357142857,0.01326438352492704
FELIJAO,Entertainment,9,81709.11111111111,0.06863678360526032
FERNANDO GIL RN,Entertainment,5,38474.2,0.07115101180482909
FEURIPE,Gaming,302,328610.0463576159,0.021935643485362605
FFUNTV,Entertainment,8,55164085.875,0.02119255165938255
FIBA - The Basketball Channel,Sports,13,431641.76923076925,0.004934808204599023
FIFA,Music,5,32237173.2,0.022017767037929376
FIFA,Sports,70,14073632.242857143,0.01780927145293266
FIFATV,Sports,52,1748050.25,0.00897520888453335
FIFTY FIFTY Official,Music,16,1813237.0,0.029340893642524683
FINAL FANTASY,Gaming,19,861429.7894736842,0.018483609898290978
FINNEAS,Music,4,1083440.75,0.05975005327413534
FIQUE LIGADO,Entertainment,7,81832.14285714286,0.027933347826097354
FIUK,Music,20,1510800.7,0.025261804355759664
FLA GUERREIRO,Sports,17,116765.17647058824,0.041099384322899335
FLA GUERREIRO,Education,4,73091.75,0.042509523151180846
FLA TV,Sports,613,318854.7846655791,0.041761941259808456
FLACKO JOSHY,Music,8,67604.5,0.07171118057359115
FLAMÍLIA DA NAÇÃO,Sports,30,67433.1,0.04869167930499598
